,0,1,2,3,4,5,6,7,8,9
0,0.528843879699707,0.9558842182159424,0.36954906582832336,0.5018408298492432,0.4140844941139221,0.823528528213501,0.728182852268219,0.5070676207542419,0.4981006383895874,0.4915269613265991
1,0.40844622254371643,0.9437520503997803,0.3344532549381256,0.4833182692527771,0.43114787340164185,0.818499743938446,0.695497453212738,0.5136507153511047,0.495976984500885,0.47385168075561523
2,0.0596044696867466,0.9565168619155884,0.5194562673568726,0.5027107000350952,0.09662455320358276,0.9705048203468323,0.3299522399902344,0.4837821125984192,0.522912323474884,0.4806753098964691
3,0.05040907487273216,0.9547674059867859,0.4873563349246979,0.4975945055484772,0.11059218645095825,0.9538038969039917,0.30045223236083984,0.5111740827560425,0.4866392910480499,0.4764000177383423
4,0.3364011347293854,0.3228367269039154,0.6262819170951843,0.4138205349445343,0.23106899857521057,0.20587784051895142,0.619929850101471,0.4957035779953003,0.5013378858566284,0.4947774112224579
5,0.4966849684715271,0.23571187257766724,0.720390260219574,0.3802033066749573,0.24925345182418823,0.23055392503738403,0.5874109268188477,0.51454758644104,0.519740879535675,0.47398489713668823
6,0.14959478378295898,0.05327822268009186,0.6431930065155029,0.5107575058937073,0.33898282051086426,0.16505104303359985,0.8338268399238586,0.50886470079422,0.4871058166027069,0.5407674312591553
7,0.15003374218940735,0.04243741184473038,0.5006035566329956,0.485093891620636,0.35649335384368896,0.15671023726463318,0.8583759069442749,0.5140084028244019,0.4933273494243622,0.519639253616333
8,0.882724940776825,0.04701724275946617,0.40124690532684326,0.5021486878395081,0.9206170439720154,0.3791419565677643,0.6025959253311157,0.46996718645095825,0.4747476279735565,0.4801903963088989
9,0.7889258861541748,0.05390285328030586,0.37102627754211426,0.5094677209854126,0.8977611064910889,0.35316741466522217,0.5686323046684265,0.48171523213386536,0.47922036051750183,0.472829133272171
